filename,mfcc_start,chroma_start,tempo_start,mfcc_end,chroma_end,tempo_end,uri
Black  Blue - Lost Frequencies.mp3,"-213.93826293945312,107.3310317993164,-16.32210922241211,15.033226013183594,-7.790982723236084","0.4250296652317047,0.33563441038131714,0.32360318303108215,0.39943528175354004,0.30398276448249817,0.33546388149261475,0.2313406616449356,0.2603664994239807,0.3781608045101166,0.25142496824264526,0.18429754674434662,0.19563773274421692",117.4538352,"-160.8760986328125,108.50948333740234,-41.85279083251953,-7.342809677124023,-13.99665641784668","0.38246744871139526,0.4746338427066803,0.5181458592414856,0.2658555209636688,0.2931893765926361,0.3990655243396759,0.37503373622894287,0.4253160059452057,0.32707202434539795,0.33016833662986755,0.27970099449157715,0.2890649437904358",117.4538352,
blind - ROLE MODEL.mp3,"-451.2442321777344,116.098876953125,-6.534727096557617,46.47738265991211,0.30256882309913635","0.45384079217910767,0.43753546476364136,0.5134393572807312,0.5383059978485107,0.5185052156448364,0.5978068709373474,0.5683406591415405,0.6272427439689636,0.607496440410614,0.4823435842990875,0.6192426085472107,0.5248231291770935",112.3471467,"-548.2556762695312,62.8404655456543,10.840205192565918,1.5124328136444092,-0.02757837623357773","0.3909091353416443,0.2791581153869629,0.17704878747463226,0.16043797135353088,0.22597134113311768,0.3169029951095581,0.28263697028160095,0.25453057885169983,0.19829080998897552,0.17275673151016235,0.18935269117355347,0.27504661679267883",151.9990809,spotify:track:0NuWgxEp51CutD2pJoF4OM
bloody friday - mioskii.mp3,"-144.53367614746094,89.80619812011719,1.735300064086914,11.467344284057617,14.115034103393555","0.4352138340473175,0.49487802386283875,0.42809009552001953,0.47972264885902405,0.5815564393997192,0.4788891673088074,0.46997177600860596,0.40778473019599915,0.47286728024482727,0.5331924557685852,0.4876185655593872,0.4736662209033966",143.5546875,"-104.8023910522461,99.3851318359375,-8.788546562194824,26.021747589111328,7.724160671234131","0.39267322421073914,0.38350680470466614,0.3793182969093323,0.6647692322731018,0.6317601799964905,0.4181489944458008,0.4306041896343231,0.39806029200553894,0.5946806073188782,0.43849602341651917,0.3539416193962097,0.47382044792175293",143.5546875,spotify:track:7fClofbhUwL4zyirAk4x3K
blue bird - Zachary Knowles.mp3,"-282.5007019042969,94.35466766357422,-14.188143730163574,36.98968505859375,-11.650741577148438","0.2719666659832001,0.2140340656042099,0.3492753505706787,0.7391835451126099,0.30148544907569885,0.19205354154109955,0.23711980879306793,0.4851309657096863,0.31412962079048157,0.2189292460680008,0.29573795199394226,0.22994501888751984",86.1328125,"-203.20289611816406,123.77474975585938,1.5322566032409668,11.11679458618164,-0.23196107149124146","0.08129680156707764,0.09253757447004318,0.3639034330844879,0.6845662593841553,0.3078363835811615,0.27410805225372314,0.1572512686252594,0.2313242107629776,0.12154626846313477,0.08689222484827042,0.16793248057365417,0.07011770457029343",129.1992188,spotify:track:6mvjHs3ARC10teeMFZ4kh5
bluebonnets - Austin George.mp3,"-242.41629028320312,137.87161254882812,-48.88674545288086,14.208024024963379,-16.060102462768555","0.255088746547699,0.2451443374156952,0.5182235836982727,0.3791508972644806,0.2171868532896042,0.3929190933704376,0.2686325013637543,0.5279564261436462,0.2683609127998352,0.3547864854335785,0.6947851181030273,0.2654532492160797",86.1328125,"-240.64389038085938,89.48722076416016,-6.426305770874023,2.131288528442383,-5.925807952880859","0.43256503343582153,0.30763545632362366,0.4670127332210541,0.2153824120759964,0.11368919909000397,0.25778728723526,0.1877276599407196,0.26933836936950684,0.15402957797050476,0.2695874869823456,0.6362505555152893,0.39295369386672974",129.1992188,spotify:track:0bIHWAGW7gahdRc4JP2Eup
BONKERS - staplegun.mp3,"-324.8132019042969,136.18333435058594,-40.678680419921875,-3.1133487224578857,-31.450071334838867","0.46035414934158325,0.36247456073760986,0.34122753143310547,0.3467746675014496,0.5561956167221069,0.32143133878707886,0.3017999529838562,0.4030550420284271,0.3197013735771179,0.44085389375686646,0.32429036498069763,0.4500892162322998",151.9990809,"-348.4981994628906,51.381080627441406,-6.190814971923828,22.18906593322754,5.971472263336182","0.4045649468898773,0.3946014940738678,0.3776521682739258,0.382517009973526,0.3816424310207367,0.4220714569091797,0.41568174958229065,0.379108190536499,0.37943601608276367,0.3467557728290558,0.34949031472206116,0.3581697940826416",73.828125,
broken parts - clide.mp3,"-448.2190856933594,190.44158935546875,66.1993179321289,11.620176315307617,11.081011772155762","0.6306366920471191,0.3998810648918152,0.44079214334487915,0.3358151912689209,0.4155592918395996,0.29898273944854736,0.23167411983013153,0.3929230570793152,0.33304357528686523,0.4433538019657135,0.2650592625141144,0.2722478210926056",53.83300781,"-521.537109375,75.85208892822266,28.183908462524414,11.019827842712402,12.430440902709961","0.6385871767997742,0.5121369957923889,0.6601442098617554,0.35153600573539734,0.23655040562152863,0.12567031383514404,0.1410979926586151,0.4820939302444458,0.2256925404071808,0.17887020111083984,0.1552652269601822,0.2895972728729248",143.5546875,spotify:track:0BB8adTPSIZedvDapPJ2Bs
brutal - Olivia Rodrigo.mp3,"-366.3594055175781,67.1471176147461,-92.53958129882812,1.765680193901062,-35.757720947265625","0.14475704729557037,0.29521411657333374,0.09285054355859756,0.21057313680648804,0.351906418800354,0.15310870110988617,0.2646159827709198,0.14749430119991302,0.17769946157932281,0.34916624426841736,0.2504330575466156,0.5184208750724792",129.1992188,"-379.2424621582031,77.43709564208984,-1.9623314142227173,19.202688217163086,3.438692331314087","0.31092211604118347,0.23928608000278473,0.28371402621269226,0.3409176468849182,0.407121479511261,0.32229143381118774,0.3013017475605011,0.3621426820755005,0.3308184742927551,0.2591990530490875,0.2841353416442871,0.43127042055130005",89.10290948,spotify:track:6SRsiMl7w1USE4mFqrOhHC
butterfly - Sody.mp3,"-529.57373046875,29.987058639526367,-20.028553009033203,9.972073554992676,-10.706596374511719","0.5342589020729065,0.49558359384536743,0.4795871078968048,0.46626096963882446,0.4556044936180115,0.45600762963294983,0.5132901668548584,0.5504704117774963,0.5240505337715149,0.5396021604537964,0.5685549974441528,0.5477967858314514",129.1992188,"-247.46826171875,70.5104751586914,20.00942039489746,-3.8943002223968506,7.988821029663086","0.6804145574569702,0.39182665944099426,0.2146489918231964,0.16241785883903503,0.15107563138008118,0.1257593035697937,0.1500365436077118,0.24336554110050201,0.20630359649658203,0.2282433956861496,0.26928624510765076,0.41711705923080444",129.1992188,spotify:track:34ZfAjSGM4vxJ1P6N5geSp
buzzkill - MOTHICA.mp3,"-95.38163757324219,145.8768310546875,-48.6533317565918,38.25414276123047,-12.714639663696289","0.41794297099113464,0.4162452518939972,0.32097703218460083,0.5034504532814026,0.2933626174926758,0.23362144827842712,0.27127477526664734,0.29688191413879395,0.4290525019168854,0.24418307840824127,0.3551765978336334,0.5217310786247253",172.265625,"-163.14573669433594,56.09761047363281,6.674071788787842,31.227935791015625,7.275506019592285","0.5208753943443298,0.5193045139312744,0.49846598505973816,0.6224315762519836,0.536040186882019,0.4674931764602661,0.44391921162605286,0.433691143989563,0.6355108618736267,0.5351241827011108,0.4623902142047882,0.5137632489204407",112.3471467,spotify:track:2LxAjX7VN5LJfSY7QJt7XQ
can I call you back - shy martin.mp3,"-419.9494934082031,119.17618560791016,-11.09515380859375,36.85662841796875,7.314727783203125","0.33133581280708313,0.6351865530014038,0.29376932978630066,0.19645734131336212,0.27829453349113464,0.2061106115579605,0.13668569922447205,0.1240079328417778,0.27937600016593933,0.5375467538833618,0.3066864609718323,0.14837704598903656",123.046875,"-727.3041381835938,29.71214485168457,6.332505226135254,13.417511940002441,0.27220022678375244","0.07874283939599991,0.07899269461631775,0.08498933166265488,0.1861642301082611,0.3945219814777374,0.15060679614543915,0.07888826727867126,0.0801951065659523,0.12767726182937622,0.2536119222640991,0.13159649074077606,0.08333300054073334",123.046875,
can you hear me - Munn.mp3,"-95.08918762207031,95.55255126953125,-3.977365255355835,16.64959716796875,6.336158275604248","0.15198448300361633,0.24510741233825684,0.44405990839004517,0.25182199478149414,0.3536401093006134,0.29346752166748047,0.4719599187374115,0.4438311457633972,0.30175766348838806,0.34530672430992126,0.21787184476852417,0.255654901266098",151.9990809,"-260.8416748046875,210.24090576171875,-29.95286750793457,10.467813491821289,25.338729858398438","0.17653927206993103,0.42623141407966614,0.3438186049461365,0.23134328424930573,0.41726481914520264,0.30899474024772644,0.44827720522880554,0.4718286693096161,0.4004085958003998,0.3801541030406952,0.19872285425662994,0.17550262808799744",151.9990809,
candayapple feat Paul Wall  Riff Raff - blackbear.mp3,"-277.7879638671875,172.67527770996094,12.99347972869873,-1.8994171619415283,14.933732032775879","0.08659550547599792,0.08673542737960815,0.14215660095214844,0.3981763422489166,0.41810792684555054,0.6222587823867798,0.5500952005386353,0.16766980290412903,0.09849774837493896,0.11976063251495361,0.29630592465400696,0.16063135862350464",117.4538352,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,
candy - guccihighwaters.mp3,"-357.71160888671875,73.49689483642578,15.427777290344238,20.14189910888672,9.64922046661377","0.14319559931755066,0.22758197784423828,0.29793456196784973,0.246979758143425,0.2509809136390686,0.30546772480010986,0.4493255317211151,0.30856961011886597,0.21922829747200012,0.2869265079498291,0.14813996851444244,0.17005187273025513",112.3471467,"-279.9916076660156,97.54601287841797,75.68124389648438,28.842172622680664,7.923144817352295","0.20578385889530182,0.26893648505210876,0.25344470143318176,0.25214335322380066,0.2729359567165375,0.2493857890367508,0.22382818162441254,0.294664591550827,0.7289189100265503,0.7718172073364258,0.29891547560691833,0.1832008808851242",161.4990234,spotify:track:5IrC1UAnYw3SyfV9ER03ON
cant control her - heldclose.mp3,"-285.0987243652344,204.40721130371094,47.6733512878418,-4.626972198486328,0.6241247057914734","0.12295252829790115,0.06740562617778778,0.11499800533056259,0.3183669149875641,0.15379390120506287,0.1515951007604599,0.347791850566864,0.19294361770153046,0.2732522189617157,0.1764344573020935,0.40263327956199646,0.45796433091163635",117.4538352,"-563.2074584960938,140.5118865966797,76.12287902832031,32.30982208251953,9.11436939239502","0.27064093947410583,0.2416517734527588,0.27883341908454895,0.4267486333847046,0.4028852880001068,0.35875293612480164,0.41407549381256104,0.259700745344162,0.31608089804649353,0.2072765827178955,0.37615230679512024,0.6237491369247437",103.359375,
cardigan - Taylor Swift.mp3,"-445.4284973144531,87.99954986572266,18.48356056213379,7.626739025115967,4.327353000640869","0.2869044840335846,0.21617142856121063,0.21573080122470856,0.269890159368515,0.37229737639427185,0.5373657941818237,0.421994686126709,0.45392221212387085,0.3727475702762604,0.33209842443466187,0.3135336935520172,0.2887231707572937",129.1992188,"-731.9678344726562,44.04261016845703,-28.473339080810547,0.7459027767181396,-9.854660034179688","0.10368995368480682,0.05856730416417122,0.14159193634986877,0.12800660729408264,0.0876828283071518,0.1930270940065384,0.12392006814479828,0.32126253843307495,0.273783415555954,0.09757381677627563,0.050071608275175095,0.0417482890188694",129.1992188,spotify:track:4R2kfaDFhslZEMJqAFNpdd
carpool - Zachary Knowles.mp3,"-338.7112121582031,206.32901000976562,-8.255736351013184,-27.396207809448242,10.008770942687988","0.08545499294996262,0.10709010809659958,0.3649056851863861,0.24564014375209808,0.2315310388803482,0.8447095155715942,0.41997048258781433,0.3378939926624298,0.1947283148765564,0.18087878823280334,0.4175601601600647,0.19389595091342926",161.4990234,"-346.0650329589844,97.48895263671875,10.339081764221191,-4.622067928314209,-14.928844451904297","0.6471112370491028,0.5736634135246277,0.5101984739303589,0.49136656522750854,0.46919405460357666,0.49303847551345825,0.4496056139469147,0.4801465570926666,0.42694222927093506,0.510041356086731,0.6262422204017639,0.5977305769920349",117.4538352,spotify:track:1nfYgAwhHh37Kl6Z0YQf7Q
cerulean - Gabriel Cavalcanti.mp3,"-475.97650146484375,128.53363037109375,53.28096389770508,40.33698272705078,9.954484939575195","0.5228633880615234,0.36670756340026855,0.4425475299358368,0.3206949234008789,0.34926873445510864,0.5668173432350159,0.45432043075561523,0.6266531944274902,0.6684168577194214,0.758687436580658,0.6783653497695923,0.5001054406166077",112.3471467,"-437.51776123046875,143.06846618652344,52.35771560668945,34.66530990600586,4.379397392272949","0.453867644071579,0.31129053235054016,0.415852814912796,0.25042200088500977,0.22606520354747772,0.31403303146362305,0.28943440318107605,0.6165032386779785,0.4059310555458069,0.5101748704910278,0.34306859970092773,0.2791977822780609",92.28515625,
Chali - Linkin Park.mp3,"-383.87078857421875,6.130527496337891,-21.546113967895508,-5.905093669891357,-7.852416038513184","0.18739712238311768,0.17911005020141602,0.22547918558120728,0.18408203125,0.28407132625579834,0.2508842349052429,0.17098160088062286,0.14229322969913483,0.24765662848949432,0.6591153144836426,0.20709598064422607,0.13946974277496338",95.703125,"-312.7155456542969,83.54888916015625,-23.39885139465332,-0.8795967698097229,-1.5213226079940796","0.4109574556350708,0.5871173143386841,0.5779065489768982,0.3933557868003845,0.3002163767814636,0.2787783145904541,0.2773282527923584,0.24333038926124573,0.2720181345939636,0.5463772416114807,0.2947678864002228,0.3121394217014313",95.703125,
chance with you - mehro.mp3,"-165.10983276367188,176.15814208984375,-25.360349655151367,-8.73314094543457,-1.0782397985458374","0.3268449604511261,0.32281896471977234,0.33974751830101013,0.1784619837999344,0.41409358382225037,0.23647969961166382,0.49579572677612305,0.5202775001525879,0.234140545129776,0.2039257436990738,0.2685483992099762,0.5855172872543335",143.5546875,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,spotify:track:7qFtcljd0PZ5kJZos70YjT
change - The Field Tapes.mp3,"-461.6260986328125,102.88011169433594,-3.4558191299438477,0.3526136875152588,-2.9596850872039795","0.08234380930662155,0.22237172722816467,0.8135215044021606,0.2040182203054428,0.02985973469913006,0.08694113045930862,0.3831315040588379,0.1427520513534546,0.13738007843494415,0.48187440633773804,0.18147003650665283,0.2910000681877136",95.703125,"-559.2583618164062,88.52955627441406,-11.092418670654297,-19.667192459106445,-11.916540145874023","0.12756861746311188,0.17474365234375,0.7435054183006287,0.21618269383907318,0.0409364178776741,0.0703476220369339,0.2534904181957245,0.12884782254695892,0.08963765949010849,0.20550121366977692,0.1524701714515686,0.45703282952308655",172.265625,spotify:track:7d92SHonFmiOdeyp4BEdTC
change ur mind - Sarcastic Sounds.mp3,"-371.36798095703125,35.700984954833984,-12.472980499267578,15.959176063537598,1.5444284677505493","0.35460880398750305,0.30485105514526367,0.2732294797897339,0.2512266933917999,0.41330859065055847,0.38702183961868286,0.2440546303987503,0.2443615347146988,0.3048068583011627,0.3259133994579315,0.27635279297828674,0.35613691806793213",151.9990809,"-332.9707336425781,69.28408813476562,12.282835006713867,24.07463836669922,9.063074111938477","0.10248416662216187,0.07809553295373917,0.07428697496652603,0.35182565450668335,0.5975033640861511,0.2191399484872818,0.13715782761573792,0.19221918284893036,0.4680299460887909,0.2566570043563843,0.16177572309970856,0.25653398036956787",161.4990234,spotify:track:58Mh6zmqSo9IvysPAXnG0h
chateau - blackbear.mp3,"-109.37942504882812,78.3730697631836,-20.828731536865234,23.2775936126709,4.877877712249756","0.2953314781188965,0.3317199945449829,0.4169728457927704,0.3043476343154907,0.34901100397109985,0.3302356004714966,0.43577125668525696,0.28276681900024414,0.21966248750686646,0.21756085753440857,0.3681977093219757,0.5747451186180115",99.38401442,"-568.77392578125,40.609134674072266,-9.65511417388916,6.322264671325684,-11.840197563171387","0.2739675045013428,0.3977353870868683,0.13062754273414612,0.09759800136089325,0.07329040765762329,0.06929714977741241,0.08598741143941879,0.07712097465991974,0.10119275003671646,0.07043147087097168,0.1390969306230545,0.44355735182762146",103.359375,spotify:track:5IdrsGhB8D7RwNwGra9V6i
